Name,RewardRate,Category,Amex,MasterCard,Visa,Description
Nikita Hair Liljeholmen,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Mall of Scandinavia,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Malmö Triangeln,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Örebro Marieberg,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Mobilia,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Umeå MVG,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Mölndal,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Sala Torg,0.3000000000,Health/Wellness,active,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Skövde,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Smedjan Köpcentrum,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Sollentuna,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Täby C,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Umeå Avion,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
